FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados
131214;1500;10;;
131214;1600;11;;
131214;1700;12;;
131214;1800;9;;
131214;1900;7;;
131214;2000;10;;
131214;2100;16;;
131214;2200;14;;
131214;2300;14;;
131215;0;13;;
131215;100;16;;
131215;200;10;;
131215;300;15;;
131215;400;18;;
131215;500;15;;
131215;600;16;;
131215;700;18;;
131215;800;14;;
131215;900;8;;
131215;1000;9;;
131215;1100;12;;
131215;1200;13;;
131215;1300;12;;
131215;1400;11;;
131215;1500;10;;
131215;1600;11;;
131215;1700;11;;
131215;1800;10;;
131215;1900;11;;
131215;2000;11;;
131215;2100;9;;
131215;2200;9;;
131215;2300;11;;
131216;0;9;;
131216;100;6;;
131216;200;7;;
131216;300;10;;
131216;400;9;;
131216;500;7;;
131216;600;9;;
131216;700;9;;
131216;800;11;;
131216;900;11;;
131216;1000;10;;
131216;1100;11;;
131216;1200;10;;
131216;1300;10;;
131216;1400;10;;
131216;1500;10;;
131216;1600;9;;
131216;1700;7;;
131216;1800;6;;
131216;1900;9;;
131216;2000;10;;
131216;2100;8;;
131216;2200;9;;
131216;2300;9;;
131217;0;9;;
131217;100;8;;
131217;200;8;;
131217;300;10;;
131217;400;9;;
131217;500;8;;
131217;600;10;;
131217;700;11;;
131217;800;15;;
131217;900;11;;
131217;1000;14;;
131217;1100;12;;
131217;1200;12;;
131217;1300;17;;
131217;1400;22;;
131217;1500;15;;
131217;1600;13;;
131217;1700;8;;
131217;1800;6;;
131217;1900;9;;
131217;2000;9;;
131217;2100;9;;
131217;2200;5;;
131217;2300;5;;
131218;0;5;;
131218;100;5;;
131218;200;5;;
131218;300;3;;
131218;400;3;;
131218;500;5;;
131218;600;7;;
131218;700;6;;
131218;800;7;;
131218;900;9;;
131218;1000;16;;
131218;1100;6;;
131218;1200;8;;
131218;1300;8;;
131218;1400;5;;
131218;1500;3;;
131218;1600;3;;
131218;1700;4;;
131218;1800;6;;
131218;1900;6;;
131218;2000;6;;
131218;2100;5;;
131218;2200;6;;
131218;2300;7;;
131219;0;5;;
131219;100;6;;
131219;200;6;;
131219;300;6;;
131219;400;5;;
131219;500;7;;
131219;600;8;;
131219;700;8;;
131219;800;9;;
131219;900;9;;
131219;1000;9;;
131219;1100;11;;
131219;1200;11;;
131219;1300;10;;
131219;1400;9;;
131219;1500;9;;
131219;1600;8;;
131219;1700;7;;
131219;1800;7;;
131219;1900;9;;
131219;2000;11;;
131219;2100;12;;
131219;2200;8;;
131219;2300;7;;
131220;0;6;;
131220;100;5;;
131220;200;7;;
131220;300;4;;
131220;400;4;;
131220;500;7;;
131220;600;7;;
131220;700;9;;
131220;800;15;;
131220;900;14;;
131220;1000;13;;
131220;1100;13;;
131220;1200;13;;
131220;1300;13;;
131220;1400;13;;
131220;1500;11;;
131220;1600;7;;
131220;1700;8;;
131220;1800;10;;
131220;1900;8;;
131220;2000;15;;
131220;2100;8;;
131220;2200;8;;
131220;2300;9;;
131221;0;9;;
131221;100;7;;
131221;200;9;;
131221;300;9;;
131221;400;9;;
131221;500;11;;
131221;600;10;;
131221;700;8;;
131221;800;;;
131221;900;;;
131221;1000;;;0
131221;1100;;;
131221;1200;15;;
131221;1300;6;;
131221;1400;6;;
131221;1500;5;;
131221;1600;5;;
131221;1700;7;;
131221;1800;8;;
131221;1900;8;;
131221;2000;9;;
131221;2100;9;;
131221;2200;9;;
131221;2300;11;;
131222;0;10;;
131222;100;11;;
131222;200;11;;
131222;300;15;;
131222;400;10;;
131222;500;10;;
131222;600;11;;
131222;700;12;;
131222;800;11;;
131222;900;12;;
131222;1000;13;;
131222;1100;12;;
131222;1200;13;;
131222;1300;13;;
131222;1400;10;;
131222;1500;9;;
131222;1600;11;;
131222;1700;22;;
131222;1800;25;;
131222;1900;30;;
131222;2000;29;;
131222;2100;30;;
131222;2200;33;;
131222;2300;33;;
131223;0;30;;
131223;100;28;;
131223;200;23;;
131223;300;24;;
131223;400;27;;
131223;500;27;;
131223;600;26;;
131223;700;26;;
131223;800;27;;
131223;900;22;;
131223;1000;25;;
131223;1100;20;;
131223;1200;;;
131223;1300;;;
131223;1400;;;
131223;1500;;;
131223;1600;;;
131223;1700;;;
131223;1800;;;
131223;1900;;;
131223;2000;;;0
131223;2100;;;973
131223;2200;17;;
131223;2300;18;;
131224;0;16;;
131224;100;19;;
131224;200;13;;
131224;300;17;;
131224;400;16;;
131224;500;17;;
131224;600;21;;
131224;700;19;;
131224;800;19;;
131224;900;16;;
131224;1000;15;;
131224;1100;17;;
131224;1200;13;;
131224;1300;17;;
131224;1400;12;;
131224;1500;13;;
131224;1600;14;;
131224;1700;12;;
131224;1800;13;;
131224;1900;14;;
131224;2000;18;;
131224;2100;18;;
131224;2200;15;;
131224;2300;12;;
131225;0;10;;
131225;100;8;;
131225;200;7;;
131225;300;15;;
131225;400;7;;
131225;500;9;;
131225;600;10;;
131225;700;10;;
131225;800;10;;
131225;900;9;;
131225;1000;6;;
131225;1100;5;;
131225;1200;6;;
131225;1300;7;;
131225;1400;11;;
131225;1500;11;;
131225;1600;12;;
131225;1700;13;;
131225;1800;10;;
131225;1900;9;;
131225;2000;15;;
131225;2100;10;;
131225;2200;10;;
131225;2300;10;;
131226;0;9;;
131226;100;7;;
131226;200;10;;
131226;300;10;;
131226;400;8;;
131226;500;10;;
131226;600;16;;
131226;700;16;;
131226;800;11;;
131226;900;15;;
131226;1000;13;;
131226;1100;10;;
131226;1200;8;;
131226;1300;7;;
131226;1400;4;;
131226;1500;3;;
131226;1600;1;;
131226;1700;3;;
131226;1800;6;;
131226;1900;16;;
131226;2000;18;;
131226;2100;16;;
131226;2200;11;;
131226;2300;9;;
131227;0;6;;
131227;100;7;;
131227;200;7;;
131227;300;5;;
131227;400;4;;
131227;500;7;;
131227;600;9;;
131227;700;9;;
131227;800;10;;
131227;900;10;;
131227;1000;14;;
131227;1100;13;;
131227;1200;9;;
131227;1300;4;;
131227;1400;4;;
131227;1500;4;;
131227;1600;5;;
131227;1700;4;;
131227;1800;3;;
131227;1900;3;;
131227;2000;7;;
131227;2100;14;;
131227;2200;16;;
131227;2300;15;;
131228;0;15;;
131228;100;7;;
131228;200;15;;
131228;300;11;;
131228;400;10;;
131228;500;9;;
131228;600;9;;
131228;700;11;;
131228;800;13;;
131228;900;12;;
131228;1000;9;;
131228;1100;8;;
131228;1200;7;;
131228;1300;6;;
131228;1400;4;;
131228;1500;5;;
131228;1600;4;;
131228;1700;3;;
131228;1800;4;;
131228;1900;3;;
131228;2000;14;;
131228;2100;22;;
131228;2200;9;;
131228;2300;7;;
131229;0;5;;
131229;100;4;;
131229;200;7;;
131229;300;8;;
131229;400;7;;
131229;500;6;;
131229;600;5;;
131229;700;5;;
131229;800;9;;
131229;900;10;;
131229;1000;9;;
131229;1100;8;;
131229;1200;8;;
131229;1300;9;;
131229;1400;8;;
131229;1500;5;;
131229;1600;6;;
131229;1700;5;;
131229;1800;1;;
131229;1900;1;;
131229;2000;1;;
131229;2100;3;;
131229;2200;4;;
131229;2300;4;;
131230;0;3;;
131230;100;2;;
131230;200;1;;
131230;300;2;;
131230;400;3;;
131230;500;4;;
131230;600;4;;
131230;700;5;;
131230;800;6;;
131230;900;5;;
131230;1000;6;;
131230;1100;7;;
131230;1200;3;;
131230;1300;1;;
131230;1400;1;;
131230;1500;3;;
131230;1600;3;;
131230;1700;5;;
131230;1800;6;;
131230;1900;8;;
131230;2000;9;;
131230;2100;9;;
131230;2200;7;;
131230;2300;8;;
131231;0;8;;
131231;100;9;;
131231;200;9;;
131231;300;8;;
131231;400;7;;
131231;500;5;;
131231;600;8;;
131231;700;9;;
131231;800;8;;
131231;900;11;;
131231;1000;9;;
131231;1100;7;;
131231;1200;8;;
131231;1300;9;;
131231;1400;9;;
131231;1500;6;;
131231;1600;5;;
131231;1700;7;;
131231;1800;8;;
131231;1900;9;;
131231;2000;16;;
131231;2100;38;;
131231;2200;19;;
131231;2300;7;;
140101;0;7;;
140101;100;4;;
140101;200;4;;
140101;300;4;;
140101;400;4;;
140101;500;5;;
140101;600;7;;
140101;700;8;;
140101;800;8;;
140101;900;7;;
140101;1000;9;;
140101;1100;8;;
140101;1200;4;;
140101;1300;4;;
140101;1400;4;;
140101;1500;4;;
140101;1600;4;;
140101;1700;4;;
140101;1800;4;;
140101;1900;8;;
140101;2000;9;;
140101;2100;9;;
140101;2200;7;;
140101;2300;4;;
140102;0;5;;
140102;100;8;;
140102;200;6;;
140102;300;4;;
140102;400;4;;
140102;500;4;;
140102;600;5;;
140102;700;5;;
140102;800;4;;
140102;900;4;;
140102;1000;6;;
140102;1100;6;;
140102;1200;4;;
140102;1300;4;;
140102;1400;4;;
140102;1500;4;;
140102;1600;4;;
140102;1700;5;;
140102;1800;7;;
140102;1900;6;;
140102;2000;5;;
140102;2100;4;;
140102;2200;5;;
140102;2300;5;;
140103;0;5;;
140103;100;5;;
140103;200;4;;
140103;300;4;;
140103;400;8;;
140103;500;8;;
140103;600;7;;
140103;700;7;;
140103;800;7;;
140103;900;7;;
140103;1000;7;;
140103;1100;6;;
140103;1200;5;;
140103;1300;7;;
140103;1400;9;;
140103;1500;9;;
140103;1600;10;;
140103;1700;32;;
140103;1800;15;;
140103;1900;7;;
140103;2000;10;;
140103;2100;16;;
140103;2200;13;;
140103;2300;13;;
140104;0;10;;
140104;100;7;;
140104;200;7;;
140104;300;6;;
140104;400;6;;
140104;500;6;;
140104;600;7;;
140104;700;5;;
140104;800;4;;
140104;900;5;;
140104;1000;7;;
140104;1100;9;;
140104;1200;9;;
140104;1300;6;;
140104;1400;4;;
140104;1500;5;;
140104;1600;8;;
140104;1700;11;;
140104;1800;10;;
140104;1900;10;;
140104;2000;13;;
140104;2100;12;;
140104;2200;22;;
140104;2300;26;;
140105;0;27;;
140105;100;19;;
140105;200;17;;
140105;300;14;;
140105;400;18;;
140105;500;9;;
140105;600;11;;
140105;700;16;;
140105;800;13;;
140105;900;13;;
140105;1000;16;;
140105;1100;22;;
140105;1200;22;;
140105;1300;27;;
140105;1400;21;;
140105;1500;20;;
140105;1600;16;;
140105;1700;26;;
140105;1800;19;;
140105;1900;18;;
140105;2000;28;;
140105;2100;21;;
140105;2200;21;;
140105;2300;20;;
140106;0;22;;
140106;100;21;;
140106;200;21;;
140106;300;24;;
140106;400;18;;
140106;500;28;;
140106;600;27;;
140106;700;27;;
140106;800;18;;
140106;900;17;;
140106;1000;29;;
140106;1100;26;;
140106;1200;;;963
140106;1300;4;;
140106;1400;6;;
140106;1500;7;;
140106;1600;7;;
140106;1700;6;;
140106;1800;6;;
140106;1900;8;;
140106;2000;10;;
140106;2100;11;;
140106;2200;10;;
140106;2300;9;;
140107;0;11;;
140107;100;12;;
140107;200;17;;
140107;300;13;;
140107;400;16;;
140107;500;5;;
140107;600;7;;
140107;700;7;;
140107;800;7;;
140107;900;9;;
140107;1000;17;;
140107;1100;28;;
140107;1200;19;;
140107;1300;13;;
140107;1400;9;;
140107;1500;4;;
140107;1600;;;
140107;1700;;;
140107;1800;;;
140107;1900;;;989
140107;2000;23;;
140107;2100;10;;
140107;2200;12;;
140107;2300;13;;
140108;0;10;;
140108;100;9;;
140108;200;12;;
140108;300;16;;
140108;400;18;;
140108;500;14;;
140108;600;13;;
140108;700;12;;
140108;800;12;;
140108;900;17;;
140108;1000;17;;
140108;1100;26;;
140108;1200;20;;
140108;1300;28;;
140108;1400;24;;
140108;1500;25;;
140108;1600;28;;
140108;1700;36;;
140108;1800;40;;
140108;1900;40;;
140108;2000;43;;
140108;2100;36;;
140108;2200;40;;
140108;2300;30;;
140109;0;22;;
140109;100;26;;
140109;200;27;;
140109;300;34;;
140109;400;23;;
140109;500;30;;
140109;600;21;;
140109;700;25;;
140109;800;23;;
140109;900;24;;
140109;1000;18;;
140109;1100;18;;
140109;1200;8;;
140109;1300;15;;
140109;1400;47;;
140109;1500;53;;
140109;1600;61;;
140109;1700;64;;
140109;1800;89;;
140109;1900;45;;
140109;2000;42;;
140109;2100;32;;
140109;2200;12;;
140109;2300;7;;
140110;0;4;;
140110;100;7;;
140110;200;8;;
140110;300;5;;
140110;400;5;;
140110;500;6;;
140110;600;6;;
140110;700;6;;
140110;800;8;;
140110;900;9;;
140110;1000;16;;
140110;1100;13;;
140110;1200;11;;
140110;1300;10;;
140110;1400;9;;
140110;1500;9;;
140110;1600;11;;
140110;1700;11;;
140110;1800;7;;
140110;1900;6;;
140110;2000;7;;
140110;2100;7;;
140110;2200;7;;
140110;2300;9;;
140111;0;11;;
140111;100;11;;
140111;200;8;;
140111;300;4;;
140111;400;4;;
140111;500;8;;
140111;600;9;;
140111;700;9;;
140111;800;10;;
140111;900;11;;
140111;1000;15;;
140111;1100;22;;
140111;1200;21;;
140111;1300;13;;
140111;1400;11;;
140111;1500;15;;
140111;1600;9;;
140111;1700;7;;
140111;1800;7;;
140111;1900;8;;
140111;2000;10;;
140111;2100;12;;
140111;2200;11;;
140111;2300;10;;
140112;0;10;;
140112;100;11;;
140112;200;11;;
140112;300;10;;
140112;400;10;;
140112;500;11;;
140112;600;15;;
140112;700;9;;
140112;800;16;;
140112;900;9;;
140112;1000;8;;
140112;1100;8;;
140112;1200;18;;
140112;1300;13;;
140112;1400;12;;
140112;1500;10;;
140112;1600;10;;
140112;1700;10;;
140112;1800;10;;
140112;1900;10;;
140112;2000;10;;
140112;2100;11;;
140112;2200;16;;
140112;2300;7;;
140113;0;8;;
140113;100;10;;
140113;200;11;;
140113;300;9;;
140113;400;17;;
140113;500;13;;
140113;600;12;;
140113;700;16;;
140113;800;14;;
140113;900;11;;
140113;1000;11;;
140113;1100;16;;
140113;1200;11;;
140113;1300;16;;
140113;1400;13;;
140113;1500;11;;
140113;1600;8;;
140113;1700;10;;
140113;1800;9;;
140113;1900;15;;
140113;2000;16;;
140113;2100;14;;
140113;2200;13;;
140113;2300;12;;
140114;0;11;;
140114;100;14;;
140114;200;13;;
140114;300;11;;
140114;400;11;;
140114;500;11;;
140114;600;18;;
140114;700;24;;
140114;800;17;;
140114;900;16;;
140114;1000;19;;
140114;1100;11;;
140114;1200;12;;
140114;1300;16;;
140114;1400;13;;
140114;1500;19;;
140114;1600;13;;
140114;1700;11;;
140114;1800;8;;
140114;1900;17;;
140114;2000;18;;
140114;2100;16;;
140114;2200;18;;
140114;2300;18;;
140115;0;24;;
140115;100;56;;
140115;200;55;;
140115;300;52;;
140115;400;49;;
140115;500;47;;
140115;600;44;;
140115;700;43;;
140115;800;49;;
140115;900;52;;
140115;1000;48;;
140115;1100;18;;
140115;1200;18;;
140115;1300;14;;
140115;1400;20;;
140115;1500;18;;
140115;1600;12;;
140115;1700;16;;
140115;1800;11;;
140115;1900;24;;
140115;2000;12;;
140115;2100;10;;
140115;2200;6;;
140115;2300;7;;
140116;0;8;;
140116;100;6;;
140116;200;6;;
140116;300;5;;
140116;400;6;;
140116;500;9;;
140116;600;9;;
140116;700;9;;
140116;800;6;;
140116;900;8;;
140116;1000;12;;
140116;1100;10;;
140116;1200;10;;
140116;1300;9;;
140116;1400;8;;
140116;1500;11;;
140116;1600;12;;
140116;1700;11;;
140116;1800;11;;
140116;1900;11;;
140116;2000;10;;
140116;2100;9;;
140116;2200;9;;
140116;2300;8;;
140117;0;10;;
140117;100;10;;
140117;200;6;;
140117;300;6;;
140117;400;14;;
140117;500;15;;
140117;600;7;;
140117;700;7;;
140117;800;7;;
140117;900;8;;
140117;1000;8;;
140117;1100;9;;
140117;1200;9;;
140117;1300;7;;
140117;1400;7;;
140117;1500;8;;
140117;1600;9;;
140117;1700;7;;
140117;1800;6;;
140117;1900;7;;
140117;2000;7;;
140117;2100;6;;
140117;2200;6;;
140117;2300;7;;
140118;0;6;;
140118;100;6;;
140118;200;7;;
140118;300;7;;
140118;400;10;;
140118;500;6;;
140118;600;5;;
140118;700;7;;
140118;800;9;;
140118;900;7;;
140118;1000;6;;
140118;1100;7;;
140118;1200;7;;
140118;1300;10;;
140118;1400;8;;
140118;1500;5;;
140118;1600;8;;
140118;1700;10;;
140118;1800;7;;
140118;1900;6;;
140118;2000;6;;
140118;2100;5;;
140118;2200;7;;
140118;2300;7;;
140119;0;9;;
140119;100;9;;
140119;200;5;;
140119;300;4;;
140119;400;8;;
140119;500;9;;
140119;600;9;;
140119;700;9;;
140119;800;6;;
140119;900;5;;
140119;1000;4;;
140119;1100;4;;
140119;1200;4;;
140119;1300;7;;
140119;1400;8;;
140119;1500;5;;
140119;1600;5;;
140119;1700;5;;
140119;1800;4;;
140119;1900;5;;
140119;2000;7;;
140119;2100;5;;
140119;2200;7;;
140119;2300;8;;
140120;0;5;;
140120;100;6;;
140120;200;4;;
140120;300;7;;
140120;400;9;;
140120;500;5;;
140120;600;4;;
140120;700;5;;
140120;800;9;;
140120;900;12;;
140120;1000;10;;
140120;1100;6;;
140120;1200;9;;
140120;1300;6;;
140120;1400;4;;
140120;1500;4;;
140120;1600;4;;
140120;1700;6;;
140120;1800;7;;
140120;1900;5;;
140120;2000;5;;
140120;2100;5;;
140120;2200;4;;
140120;2300;4;;
140121;0;4;;
140121;100;6;;
140121;200;6;;
140121;300;7;;
140121;400;11;;
140121;500;11;;
140121;600;9;;
140121;700;10;;
140121;800;9;;
140121;900;;;
140121;1000;9;;
140121;1100;10;;
140121;1200;9;;
140121;1300;8;;
140121;1400;4;;
140121;1500;4;;
140121;1600;4;;
140121;1700;7;;
140121;1800;8;;
140121;1900;7;;
140121;2000;6;;
140121;2100;5;;
140121;2200;4;;
140121;2300;15;;
140122;0;4;;
140122;100;4;;
140122;200;4;;
140122;300;4;;
140122;400;4;;
140122;500;4;;
140122;600;16;;
140122;700;12;;
140122;800;12;;
140122;900;12;;
140122;1000;11;;
140122;1100;9;;
140122;1200;5;;
140122;1300;5;;
140122;1400;7;;
140122;1500;8;;
140122;1600;8;;
140122;1700;6;;
140122;1800;6;;
140122;1900;4;;
140122;2000;4;;
140122;2100;4;;
140122;2200;5;;
140122;2300;4;;
140123;0;6;;
140123;100;6;;
140123;200;5;;
140123;300;7;;
140123;400;9;;
140123;500;8;;
140123;600;9;;
140123;700;9;;
140123;800;8;;
140123;900;7;;
140123;1000;4;;
140123;1100;4;;
140123;1200;4;;
140123;1300;4;;
140123;1400;4;;
140123;1500;4;;
140123;1600;;;
140123;1700;;;0
140123;1800;;;964
140123;1900;4;;
140123;2000;4;;
140123;2100;4;;
140123;2200;4;;
140123;2300;4;;
140124;0;4;;
140124;100;5;;
140124;200;6;;
140124;300;8;;
140124;400;7;;
140124;500;7;;
140124;600;9;;
140124;700;5;;
140124;800;5;;
140124;900;7;;
140124;1000;9;;
140124;1100;9;;
140124;1200;6;;
140124;1300;6;;
140124;1400;6;;
140124;1500;4;;
140124;1600;5;;
140124;1700;6;;
140124;1800;6;;
140124;1900;4;;
140124;2000;5;;
140124;2100;8;;
140124;2200;9;;
140124;2300;10;;
140125;0;9;;
140125;100;10;;
140125;200;9;;
140125;300;8;;
140125;400;9;;
140125;500;7;;
140125;600;6;;
140125;700;9;;
140125;800;9;;
140125;900;9;;
140125;1000;16;;
140125;1100;15;;
140125;1200;8;;
140125;1300;9;;
140125;1400;8;;
140125;1500;7;;
140125;1600;6;;
140125;1700;7;;
140125;1800;11;;
140125;1900;12;;
140125;2000;12;;
140125;2100;20;;
140125;2200;9;;
140125;2300;10;;
140126;0;9;;
140126;100;7;;
140126;200;9;;
140126;300;10;;
140126;400;12;;
140126;500;12;;
140126;600;9;;
140126;700;9;;
140126;800;10;;
140126;900;15;;
140126;1000;7;;
140126;1100;6;;
140126;1200;5;;
140126;1300;6;;
140126;1400;7;;
140126;1500;10;;
140126;1600;8;;
140126;1700;7;;
140126;1800;10;;
140126;1900;9;;
140126;2000;10;;
140126;2100;12;;
140126;2200;9;;
140126;2300;4;;
140127;0;4;;
140127;100;7;;
140127;200;9;;
140127;300;7;;
140127;400;8;;
140127;500;7;;
140127;600;7;;
140127;700;9;;
140127;800;10;;
140127;900;10;;
140127;1000;8;;
140127;1100;9;;
140127;1200;8;;
140127;1300;8;;
140127;1400;9;;
140127;1500;7;;
140127;1600;4;;
140127;1700;4;;
140127;1800;5;;
140127;1900;6;;
140127;2000;6;;
140127;2100;7;;
140127;2200;6;;
140127;2300;7;;
140128;0;7;;
140128;100;4;;
140128;200;4;;
140128;300;5;;
140128;400;7;;
140128;500;10;;
140128;600;16;;
140128;700;14;;
140128;800;13;;
140128;900;13;;
140128;1000;16;;
140128;1100;13;;
140128;1200;13;;
140128;1300;10;;
140128;1400;8;;
140128;1500;6;;
140128;1600;7;;
140128;1700;8;;
140128;1800;9;;
140128;1900;11;;
140128;2000;20;;
140128;2100;22;;
140128;2200;22;;
140128;2300;11;;
140129;0;11;;
140129;100;11;;
140129;200;11;;
140129;300;10;;
140129;400;7;;
140129;500;5;;
140129;600;7;;
140129;700;7;;
140129;800;8;;
140129;900;10;;
140129;1000;12;;
140129;1100;12;;
140129;1200;10;;
140129;1300;8;;
140129;1400;8;;
140129;1500;9;;
140129;1600;5;;
140129;1700;4;;
140129;1800;4;;
140129;1900;4;;
140129;2000;9;;
140129;2100;20;;
140129;2200;18;;
140129;2300;17;;
140130;0;8;;
140130;100;9;;
140130;200;9;;
140130;300;9;;
140130;400;8;;
140130;500;7;;
140130;600;;;987
140130;700;;;
140130;800;;;
140130;900;;;
140130;1000;;;
140130;1100;6;;
140130;1200;7;;
140130;1300;9;;
140130;1400;7;;
140130;1500;6;;
140130;1600;5;;
140130;1700;4;;
140130;1800;4;;
140130;1900;4;;
140130;2000;14;;
140130;2100;12;;
140130;2200;9;;
140130;2300;4;;
140131;0;4;;
140131;100;4;;
140131;200;4;;
140131;300;9;;
140131;400;5;;
140131;500;4;;
140131;600;7;;
140131;700;11;;
140131;800;12;;
140131;900;11;;
140131;1000;9;;
140131;1100;7;;
140131;1200;5;;
140131;1300;5;;
140131;1400;5;;
140131;1500;4;;
140131;1600;4;;
140131;1700;4;;
140131;1800;4;;
140131;1900;9;;
140131;2000;9;;
140131;2100;8;;
140131;2200;9;;
140131;2300;8;;
140201;0;6;;
140201;100;4;;
140201;200;4;;
140201;300;4;;
140201;400;4;;
140201;500;4;;
140201;600;4;;
140201;700;7;;
140201;800;8;;
140201;900;8;;
140201;1000;6;;
140201;1100;8;;
140201;1200;11;;
140201;1300;5;;
140201;1400;4;;
140201;1500;7;;
140201;1600;5;;
140201;1700;6;;
140201;1800;8;;
140201;1900;4;;
140201;2000;4;;
140201;2100;6;;
140201;2200;4;;
140201;2300;4;;
140202;0;4;;
140202;100;4;;
140202;200;4;;
140202;300;4;;
140202;400;4;;
140202;500;4;;
140202;600;4;;
140202;700;4;;
140202;800;6;;
140202;900;6;;
140202;1000;4;;
140202;1100;7;;
140202;1200;8;;
140202;1300;4;;
140202;1400;4;;
140202;1500;4;;
